Sid	Symbol	Splice_type	Exons	Start_exon	End_exon	N.lineage	Anova.p (lineage subtype)	Anova.p (molecular subtype)	Num.mRNA	Cor.mRNA	Num.protein	Cor.protein	N.drug	Cor.drug
MAP2K7_ES_2_1_3	MAP2K7	ES	2	1	3	50	0.556964868470063	0.00755593407405068	51	0.133170433754304	28	-0.437328954570334	26	-0.761367521367521
MAP3K3_ES_3_2.2_4	MAP3K3	ES	3	2.2	4	50	0.0364856153648567	0.104585817369562	51	0.156700377876709	27	-0.0406044883375219	26	0.67042735042735
MAP3K4_ES_18_17_19	MAP3K4	ES	18	17	19	50	0.0621076897915329	0.00741536101735809	51	0.0733064844563102	28	0.25944170771757	24	0.698412714923012
MAP3K4_ES_24_23_25	MAP3K4	ES	24	23	25	50	0.0621050943777793	0.00741502232194716	51	0.208073129002985	28	0.433283157198371	24	0.751304347826087
MAP3K6_ES_3_2_4	MAP3K6	ES	3	2	4	50	0.361966764874366	0.715350408683852	51	0.0833125921141082	19	0.0403508771929825	25	0.727482894546999
MAP3K7_ES_11_10_12	MAP3K7	ES	11	10	12	50	0.598068819155314	0.163259428032824	51	-0.194665037720359	30	0.074972191323693	26	0.725811965811966
MAP3K7_RI_8.2_8.1_8.3	MAP3K7	RI	8.2	8.1	8.3	50	0.125659962563616	0.708099875115179	51	0.37893117335626	30	0.267882969729736	26	0.728329639641142
MAP3K7CL_RI_9.2_9.1_9.3	MAP3K7CL	RI	9.2	9.1	9.3	50	0.152013664846051	0.206855074011052	51	0.722181743823927	NA	NA	25	0.681746512954086
MAP4_AA_24.1_23_24.2	MAP4	AA	24.1	23	24.2	50	0.114966106508291	0.000891306906127957	51	0.242262443438914	30	-0.420244716351502	25	0.702307692307692
MAP4_ES_12.1:12.2_11_14	MAP4	ES	12.1:12.2	11	14	50	0.340019981323853	0.795198583286212	51	-0.327963800904977	30	0.470522803114572	26	-0.638290598290598
MAP4_ES_19:20_18_21	MAP4	ES	19:20	18	21	50	0.102261813204839	0.184973819857014	51	-0.16579185520362	30	-0.0402669632925473	26	0.705982905982906
MAP4_ES_4:5_3_7	MAP4	ES	4:5	3	7	50	0.0291911381339516	0.00056606450446563	50	0.369717121159495	30	0.279768556540242	26	0.700992295463218
MAP4_ES_5_3_7	MAP4	ES	5	3	7	50	0.0644128306515134	0.00958387987195115	50	-0.181272509003601	30	-0.0300333704115684	26	0.70051282051282
MAP4K3_ES_16_15_18	MAP4K3	ES	16	15	18	50	0.27246993987872	0.296928212309881	51	0.0541213205762939	30	0.195105672969967	26	0.66017094017094
MAP4K4_AD_30.2_30.1_31	MAP4K4	AD	30.2	30.1	31	50	0.320100870420259	0.328860723460795	51	0.315132040541413	30	0.491879866518354	26	-0.675329125958336
MAP4K4_ES_17_16.2_19	MAP4K4	ES	17	16.2	19	50	0.0623061148538162	0.331389516912993	51	-0.038285740184926	30	-0.408231368186874	26	0.716239316239316
MAP4K4_ES_18_16.2_19	MAP4K4	ES	18	16.2	19	50	0.765226719810172	0.7391541746602	51	0.305563807991907	30	0.113694516222504	26	-0.678064636341965
MAP4K4_ES_18_17_19	MAP4K4	ES	18	17	19	50	0.336630877782363	0.553247536010253	51	0.434351931781332	30	0.281855865809313	26	0.710932912120639
MAP4K4_ES_24_23_25	MAP4K4	ES	24	23	25	50	0.453271196680771	0.488694141297666	51	0.293245842965465	30	0.0967741935483871	26	0.646495726495726
MAP7_ES_9_8_10	MAP7	ES	9	8	10	50	0.0598971810953807	0.758452374437548	51	-0.642740884247932	30	-0.566592778925299	26	-0.698973627460212
MAP7D1_ES_6_5_7.1	MAP7D1	ES	6	5	7.1	50	0.754409839934075	0.375019270221501	51	-0.0980090497737556	30	-0.191991101223582	26	-0.724444444444444
MAPK10_ES_2.2_1_5	MAPK10	ES	2.2	1	5	50	0.829438110169035	0.658713376733568	51	0.568782989416466	29	-0.117550520845847	20	-0.65176363487326
MAPK1IP1L_ES_2_1_3	MAPK1IP1L	ES	2	1	3	50	0.481349218955172	0.155126323333965	51	-0.402443438914027	NA	NA	26	-0.692991452991453
MAPK3_ES_6.1_5_7.1	MAPK3	ES	6.1	5	7.1	50	0.00941453210047281	0.000392885904752718	51	0.0354751131221719	30	-0.103893214682981	26	0.688205128205128
MAPK9_ES_3_2_4	MAPK9	ES	3	2	4	50	0.872961993687265	0.289166381642095	51	0.0561111362505091	30	-0.0825361512791991	26	0.652649572649573
MAPKAP1_ES_10_8_11	MAPKAP1	ES	10	8	11	50	0.0357893824248776	0.0423210907329637	51	0.142986425339367	27	-0.173382173382173	26	-0.731282051282051
MAPKAPK2_AA_10.1_9_10.2	MAPKAPK2	AA	10.1	9	10.2	50	0.650676966767882	0.516136251690652	51	0.0179642073396054	30	-0.296996662958843	26	-0.731282051282051
MAPKAPK5_AD_15.2_15.1_16	MAPKAPK5	AD	15.2	15.1	16	50	0.0301758881300895	0.143621526978221	51	0.00814516494792923	11	-0.790909090909091	25	-0.636660908103322
MAPKAPK5_ES_4:5:6:7_1_9	MAPKAPK5	ES	4:5:6:7	1	9	50	0.646327076585694	0.218261930962623	49	-0.0190747568199024	11	0.133834031216085	25	-0.636129535827384
MAPKAPK5_ES_7_6_8	MAPKAPK5	ES	7	6	8	50	0.305699517540728	0.578655151208931	50	-0.195486194477791	11	0.0545454545454545	26	-0.614358974358974
MAPKAPK5_ES_7:8_6_9	MAPKAPK5	ES	7:8	6	9	50	0.203646476862326	0.00974963846375706	47	-0.160730804810361	11	-0.163636363636364	23	-0.66798418972332
MAPKAPK5_ES_8_7_9	MAPKAPK5	ES	8	7	9	50	0.791701330815284	0.691052007842538	49	0.00826530612244898	11	-0.0272727272727273	25	0.662307692307692
MAPKAPK5_ME_7|8_6_9	MAPKAPK5	ME	7|8	6	9	50	0.33290480245778	0.0494971324081369	48	-0.20223621363439	11	-0.263636363636364	25	-0.726153846153846
MAPRE3_AD_5.2_5.1_6	MAPRE3	AD	5.2	5.1	6	50	0.803444238203637	0.229686192284494	51	0.0625820173499229	30	-0.0229143492769744	26	-0.752478632478632
MAPT_RI_6.3_6.2_6.4	MAPT	RI	6.3	6.2	6.4	50	0.37932756119404	0.0410314659356422	51	0.475134801327616	23	0.246274896991334	26	0.723949630062598
MARK2_ES_16.1:16.2_15.2_17	MARK2	ES	16.1:16.2	15.2	17	50	0.170834310718936	0.215283755769019	51	0.210588235294118	30	0.192880978865406	26	-0.783247863247863
MARK2_ES_18_17_19	MARK2	ES	18	17	19	50	0.219866068014848	0.280286300469421	51	0.0929411764705882	30	0.297886540600667	26	-0.72034188034188
MARK2_ES_18:19_17_20	MARK2	ES	18:19	17	20	50	0.0230187962822104	0.459347630421422	51	0.202760810803787	30	0.444320839327478	26	0.746110457134729
MARK2_ES_19_17_20	MARK2	ES	19	17	20	50	0.797089635150131	0.998706024453465	51	0.161937093985703	30	0.453220605763682	26	0.721148924884117
MARK3_ES_16:17_15_19	MARK3	ES	16:17	15	19	50	0.260477462598989	0.0645484684932353	48	-0.0291368026133893	27	-0.0616982399785664	23	0.769953075148604
MARK3_ES_16:17:18_15_19	MARK3	ES	16:17:18	15	19	50	0.763865430073998	0.758311341930248	48	-0.0901427660325709	27	-0.0610593809586796	23	-0.756115664298693
MARK3_ES_17_16_18	MARK3	ES	17	16	18	50	0.461354038066936	0.470829637604173	51	-0.176955679309677	30	-0.176941927167456	26	-0.634622112291005
MARK3_ES_17_16_19	MARK3	ES	17	16	19	50	0.0279546414775466	0.00481224141285239	51	-0.0939652803927827	30	-0.114177620926925	26	-0.680116269129686
MARK3_ES_17:18_16_19	MARK3	ES	17:18	16	19	50	0.216108046635421	0.0656287686888309	51	-0.184301953353519	30	-0.156910765601329	26	-0.657885887835904
MATN2_AA_18.1_17_18.2	MATN2	AA	18.1	17	18.2	50	0.126558802583548	1.33486506445679e-05	51	-0.0842629258644592	18	-0.190918472652219	26	0.683535657109222
MATR3_ES_8_7.1_9	MATR3	ES	8	7.1	9	50	0.244013246577193	0.0675590242340249	51	0.0436199095022624	30	-0.245828698553949	26	-0.684786324786325
MAVS_ME_3|4_2_5	MAVS	ME	3|4	2	5	50	0.0503269774181489	0.0809683923603039	51	0.0415384615384615	30	0.192880978865406	26	-0.680683760683761
MAX_AA_5.3:5.4_5.1_5.5	MAX	AA	5.3:5.4	5.1	5.5	50	0.875023836778924	5.57525554850842e-05	51	0.0549905339538789	30	0.0717077397962374	26	0.716489564237389
MAX_AD_5.2:5.3_5.1_5.5	MAX	AD	5.2:5.3	5.1	5.5	50	0.818612337330775	0.000893935958815713	51	0.0386636541096489	30	0.0851674450007092	26	-0.723616054596909
MAX_ES_2_1.2_3	MAX	ES	2	1.2	3	50	0.649134268832937	0.565494153048863	51	-0.16316742081448	30	0.00422691879866518	24	-0.705217391304348
MAX_ES_5.3_5.1_5.5	MAX	ES	5.3	5.1	5.5	50	0.022088160581681	0.00204921250937542	51	0.0160307207304739	30	0.0532684827111132	26	-0.74862996844645
MAX_RI_5.2_5.1_5.3	MAX	RI	5.2	5.1	5.3	50	0.095506841486331	0.417202583657693	51	0.0276455143374692	30	0.0211178133380505	26	-0.69456739501034
MAX_RI_5.4_5.3_5.5	MAX	RI	5.4	5.3	5.5	50	0.0845259288609582	1.70772100245915e-06	51	0.0218359497303199	30	-0.00812223589925019	26	0.686412144334857
MAZ_ES_6.1_5.1_7.1	MAZ	ES	6.1	5.1	7.1	50	0.468699206109648	0.155079482505643	51	-0.145342654848394	23	0.0563241106719368	26	0.71008547008547
MBD1_ES_13.1:13.2_12_14	MBD1	ES	13.1:13.2	12	14	50	0.860075144066139	0.678231736154927	51	-0.127740446649134	30	0.212903225806452	26	-0.762051282051282
MBD1_ES_15_14_16.1	MBD1	ES	15	14	16.1	50	0.631921583670654	0.505044558657633	51	-0.243399171989263	30	-0.288987764182425	25	0.668461538461539
MBD3_RI_6.2_6.1_6.3	MBD3	RI	6.2	6.1	6.3	50	0.494888418690831	0.0272933211036549	51	0.00117657707061667	30	-0.121690767519466	26	-0.744273504273504
MBD6_RI_13.4_13.3_13.5	MBD6	RI	13.4	13.3	13.5	50	0.109600843859299	0.0272899958792411	51	-0.343997822461065	16	0.149270358506633	26	-0.707316434557827
MBIP_ES_7_6_8	MBIP	ES	7	6	8	50	0.140657684233507	0.10150623939165	51	-0.357482239381338	30	0.2440489432703	25	-0.67
MBNL1_ES_10_9_11	MBNL1	ES	10	9	11	50	0.397044967382412	0.386824648036618	51	0.0582805429864253	NA	NA	25	0.781538461538462
MBNL1_ES_10:11_9_13	MBNL1	ES	10:11	9	13	50	0.511916382851721	0.362934260059324	51	-0.0749321266968326	NA	NA	24	0.794782608695652
MBNL1_ES_11_10_13	MBNL1	ES	11	10	13	50	0.156671111526535	0.26288258998024	51	-0.448246221026943	NA	NA	26	-0.707350427350427
MBNL1_ES_11:12_9_13	MBNL1	ES	11:12	9	13	50	0.146291407609211	0.005999881891805	51	0.401200175247805	NA	NA	25	-0.686068221057999
MBNL1_ES_12_11_13	MBNL1	ES	12	11	13	50	0.368173866684999	0.251559881825409	51	0.561840704152554	NA	NA	25	0.741427195154241
MBNL2_ES_9_8_10	MBNL2	ES	9	8	10	50	0.671798427918659	0.233881518411372	49	-0.208713028544138	14	0.0769230769230769	24	0.698040872318103
MBNL2_ES_9:10_8_11	MBNL2	ES	9:10	8	11	50	0.615669452480914	0.0794453894427077	51	-0.313771408686713	14	0.0857142857142857	25	0.704432906830537
MBP_ES_10.1_9.5_12.1	MBP	ES	10.1	9.5	12.1	50	0.0451232556303842	0.351413025381932	51	0.502323923630674	30	0.591257172440584	26	-0.815250997754723
MC1R_RI_2.4_2.3_2.5	MC1R	RI	2.4	2.3	2.5	50	0.00590970652984346	0.120913893355092	51	-0.200002968277622	NA	NA	26	-0.739654997454405
MCCC1_ES_18_17_19	MCCC1	ES	18	17	19	50	0.0118232255919511	0.0269343737697248	51	-0.406977533532522	30	0.0860956618464961	26	0.703931623931624
MCCC1_ES_18:19_17_20	MCCC1	ES	18:19	17	20	50	0.513974421200191	0.59405185919373	51	0.0138637298940171	30	0.216481203268629	26	-0.739283938498237
MCCC1_ES_5_4_7	MCCC1	ES	5	4	7	50	0.107810149029343	0.163166267366492	51	0.382986425339366	30	0.17908787541713	26	-0.709401709401709
MCCC2_ES_7_6_8	MCCC2	ES	7	6	8	50	0.37555150247437	0.484959749315073	51	0.464434389140271	30	0.484315906562848	26	-0.648547008547008
MCF2L_RI_41.4_41.3_41.5	MCF2L	RI	41.4	41.3	41.5	50	0.226682296189986	0.418009895450145	51	-0.0290288352224624	17	-0.017199069113291	26	-0.735455555315557
MCOLN2_AA_7.1_6_7.2	MCOLN2	AA	7.1	6	7.2	50	0.625302080708591	0.788514143456002	51	0.451416380171421	NA	NA	26	-0.622664704376723
MCOLN3_ES_5_4_6	MCOLN3	ES	5	4	6	50	0.984884983382187	0.492926489220707	50	0.28917358782482	NA	NA	26	0.691189303364222
MDGA2_AA_12.1_9_12.2	MDGA2	AA	12.1	9	12.2	50	0.0584972432656799	0.0385158314847016	40	0.676826199777673	NA	NA	21	0.866969911506885
MDGA2_ES_16_15_17	MDGA2	ES	16	15	17	50	0.833401793268913	0.422180542032446	40	0.764434341402506	NA	NA	21	-0.701099464798298
MDM1_ES_7_6_8	MDM1	ES	7	6	8	50	0.540033138823794	0.128814594038731	51	0.0402263761033581	12	0.356643356643357	26	-0.746835617860519
MDM4_ES_8_5_9	MDM4	ES	8	5	9	50	0.082393374547935	0.528781692410709	51	0.484184805238015	NA	NA	26	0.731282051282051
ME3_AD_1.2_1.1_2.2	ME3	AD	1.2	1.1	2.2	50	0.164326354179474	0.6121864118117	51	0.680435876622326	30	0.405037661393727	24	0.691534876261554
MEAF6_ES_6_5_7	MEAF6	ES	6	5	7	50	0.596980714142747	0.0781587098885416	51	0.56637631861934	30	0.189806214139182	24	0.677830563536027
MEAF6_ES_6:7_5_8.1	MEAF6	ES	6:7	5	8.1	50	0.139958971717616	0.0666251780519772	51	0.559218169163106	30	0.11880999663674	26	0.665744578339123
MEAF6_ES_6:7:8.1:9.1_5_9.2	MEAF6	ES	6:7:8.1:9.1	5	9.2	50	0.165481888327316	0.0488975506674	51	0.581771242792338	30	0.213954587439332	26	0.674109158992156
MEAF6_ES_7_5_8.1	MEAF6	ES	7	5	8.1	50	0.683511148358946	0.266812383673905	51	-0.0517647058823529	30	-0.303225806451613	26	-0.657435897435897
MECR_AA_2.1_1_2.2	MECR	AA	2.1	1	2.2	50	0.283274077685568	0.830381915771243	51	-0.0153397135721064	30	-0.338375973303671	25	0.715384615384615
MED11_AA_3.1_2.1_3.2	MED11	AA	3.1	2.1	3.2	50	0.288567311336938	0.541140080385315	51	-0.290918141092357	20	0.147368421052632	26	0.693675213675214
MED12L_ES_7:8_6_9	MED12L	ES	7:8	6	9	50	0.368159520851795	0.251542755805092	51	0.0754610871239889	NA	NA	24	0.479583152331272
MED14_ES_24_23_25	MED14	ES	24	23	25	50	0.209887353561761	0.920250643954492	50	-0.144393757503001	30	-0.213348164627364	26	0.683418803418803
MED15_ES_12_11_13	MED15	ES	12	11	13	50	0.164326354179474	0.6121864118117	51	0.0832579185520362	30	-0.117686318131257	25	-0.706923076923077
MED16_ES_12:13_11_15	MED16	ES	12:13	11	15	50	0.0471030799717031	0.0126715436303846	51	0.0161462686406242	NA	NA	25	0.612014815370626
MED16_ES_13:14_11_15	MED16	ES	13:14	11	15	50	0.135044342154039	0.424489842032876	51	0.171181211461131	30	-0.0401224445447247	26	-0.680108992023337
MED16_ES_14_13_15	MED16	ES	14	13	15	50	0.290821317953162	0.696908086097248	51	0.152741644518087	30	-0.0219668093303396	26	-0.67177545774395
MED17_RI_4.2_4.1_4.3	MED17	RI	4.2	4.1	4.3	50	0.890893093147107	0.697289535201581	51	-0.134346930960424	30	0.0949944382647386	26	-0.708034188034188
MED24_ES_7_6_8	MED24	ES	7	6	8	50	0.672691197083391	0.87137050962428	51	-0.0724886877828054	30	-0.000667408231368187	26	0.703931623931624
MED8_RI_7.2_7.1_7.3	MED8	RI	7.2	7.1	7.3	50	0.0878668917059309	0.304627514731217	51	0.0578280542986425	30	0.361067853170189	26	0.757264957264957
MEF2A_ME_6|7_5_8	MEF2A	ME	6|7	5	8	50	0.701313717090401	0.93331668895742	49	-0.0673996785851606	8	-0.142857142857143	24	-0.753043478260869
MEF2C_AA_4.1_3_4.2	MEF2C	AA	4.1	3	4.2	50	0.791701330815273	0.691052007842539	51	0.392593102773443	NA	NA	26	0.731612564438614
MEF2D_ES_10_9_11	MEF2D	ES	10	9	11	50	0.00362772326657569	0.903140164920205	51	-0.0423991493128722	30	0.0789766407119021	26	-0.680683760683761
MEGF8_ES_30_29_31	MEGF8	ES	30	29	31	50	0.558175015496166	0.85270481691214	51	0.207258575648906	25	0.0630769230769231	26	-0.687296983886712
MEI1_ES_23.2_22_24	MEI1	ES	23.2	22	24	50	0.00251699438393456	0.0414474432506419	51	0.409628196997667	NA	NA	26	0.653033412828792
MEIOB_ES_5.1_4.2_6.1	MEIOB	ES	5.1	4.2	6.1	50	0.13855537342503	0.579453452766411	49	0.660313022162107	NA	NA	22	-0.813453846805846
MEIS2_AA_13.1_12_13.2	MEIS2	AA	13.1	12	13.2	50	0.95000426358032	0.952687262082916	51	0.216046304452287	NA	NA	26	-0.774337323521403
MEIS3_AA_10.1_9_10.2	MEIS3	AA	10.1	9	10.2	50	0.237549720780471	0.45408009952763	51	0.652607044793787	NA	NA	24	0.710241337002814
MEIS3_AA_7.1_6_7.2	MEIS3	AA	7.1	6	7.2	50	0.629559565147488	0.421121726549662	51	0.714206046449773	NA	NA	26	-0.712136752136752
MELK_ES_14_13_15	MELK	ES	14	13	15	50	0.300970779301857	0.165526738654039	51	-0.225339366515837	29	0.0285714285714286	24	-0.750434782608696
MELK_ES_3_2_4	MELK	ES	3	2	4	50	0.499527431299918	0.119737584207442	51	-0.361990950226244	29	0.0359605911330049	25	-0.636923076923077
MELK_ES_5_4_6	MELK	ES	5	4	6	50	0.400019823085054	0.405508071251189	51	0.141538461538462	29	0.469950738916256	25	-0.713846153846154
MELK_ES_8_7_9	MELK	ES	8	7	9	50	0.00307080811766054	5.95714280351101e-05	51	-0.45683257918552	29	-0.196551724137931	26	-0.728547008547008
MEMO1_ES_10_9_11	MEMO1	ES	10	9	11	50	0.0286415043799811	0.013417355477896	49	-0.00183673469387755	28	0.291735084838533	24	0.658260869565217
MEMO1_ES_9_8_10	MEMO1	ES	9	8	10	50	0.943267231205514	0.0571128753412601	49	0.0494897959183673	29	0.122660098522167	22	-0.743647656691135
METAP1_ES_2_1_3	METAP1	ES	2	1	3	50	0.831557359783898	0.657488535940898	51	0.0163800904977376	30	-0.605784204671858	24	0.673043478260869
METTL17_RI_10.2_10.1_10.3	METTL17	RI	10.2	10.1	10.3	50	0.158691648723539	0.505138200667284	51	0.0971537173627766	30	-0.1706340378198	26	0.714871794871795
METTL17_RI_8.2_8.1_8.3	METTL17	RI	8.2	8.1	8.3	50	0.000130514453845594	0.000565848016403475	51	0.177605828231615	30	-0.0883203559510567	25	-0.665384615384615
METTL23_AD_1.2:1.3:1.4:1.5_1.1_3	METTL23	AD	1.2:1.3:1.4:1.5	1.1	3	50	0.925833904190463	0.501653292074609	51	-0.0950226244343891	NA	NA	25	-0.685384615384615
METTL23_AD_1.4:1.5_1.3_3	METTL23	AD	1.4:1.5	1.3	3	50	0.649874116833586	0.692958410197267	51	-0.0401809954751131	NA	NA	25	0.653076923076923
METTL23_AD_1.5_1.4_3	METTL23	AD	1.5	1.4	3	50	0.560435932308645	0.563376800270546	51	-0.087420814479638	NA	NA	26	0.63008547008547
METTL23_ES_1.2:1.3:1.4:2_1.1_3	METTL23	ES	1.2:1.3:1.4:2	1.1	3	50	0.225119180996364	0.443063026305985	51	0.00923076923076923	NA	NA	26	-0.662222222222222
METTL23_ES_1.4:2_1.3_3	METTL23	ES	1.4:2	1.3	3	50	0.268397366438389	0.579132389439292	51	0.121538461538462	NA	NA	26	-0.667008547008547
METTL23_ES_2_1.3_3	METTL23	ES	2	1.3	3	50	0.43069120262202	0.578533267230131	51	0.091945701357466	NA	NA	26	0.705982905982906
METTL23_ES_2_1.4_3	METTL23	ES	2	1.4	3	50	0.443407385879445	0.587530870450743	51	0.124705882352941	NA	NA	26	-0.714188034188034
METTL23_RI_4.2:4.3_4.1_4.4	METTL23	RI	4.2:4.3	4.1	4.4	50	0.547322702167442	0.727465141461716	51	0.0633484162895928	NA	NA	26	0.75042735042735
METTL3_RI_8.4_8.3_8.5	METTL3	RI	8.4	8.3	8.5	50	0.10019247074668	0.635742482778381	51	0.0768325791855203	30	-0.204894327030033	25	0.653846153846154
METTL5_AD_1.2_1.1_1.4	METTL5	AD	1.2	1.1	1.4	50	0.118181213982793	0.0910570317719438	51	0.148778280542986	27	0.00183150183150183	26	-0.684102564102564
METTL5_ES_5_4_6.1	METTL5	ES	5	4	6.1	50	0.523314086056411	0.358026673987405	47	-0.0260175763182239	26	0.0953846153846154	25	-0.673846153846154
METTL5_RI_1.2:1.3_1.1_1.4	METTL5	RI	1.2:1.3	1.1	1.4	50	0.000337201912725492	0.00496215796046815	51	0.129411764705882	27	-0.120879120879121	26	0.653333333333333
METTL5_RI_1.3_1.2_1.4	METTL5	RI	1.3	1.2	1.4	50	0.0169431957170983	0.0148953482297807	51	-0.0243438914027149	27	-0.068986568986569	26	0.638290598290598
METTL8_ME_3|2_1_4	METTL8	ME	3|2	1	4	50	0.019216722798899	0.0653184605907019	42	-0.138811231425473	23	-0.0602766798418972	21	0.768831168831169
METTL9_ES_2_1.2_3	METTL9	ES	2	1.2	3	50	0.439279953245585	0.0638583704223754	51	-0.0554323725622962	26	0.126837606837607	26	-0.660854700854701
MFF_ES_10_9_11	MFF	ES	10	9	11	50	0.294342233132759	0.886612522426434	51	-0.0114027149321267	30	0.15817575083426	26	-0.662905982905983
MFF_ES_3_1_5	MFF	ES	3	1	5	50	0.38748470610178	0.848507277708137	51	0.0929411764705882	30	0.110122358175751	26	-0.686153846153846
MFF_ES_3:4_1_5	MFF	ES	3:4	1	5	50	0.37555150247437	0.484959749315074	51	0.0204524886877828	30	0.166184649610679	26	-0.692991452991453
MFF_ES_3:5_1_6	MFF	ES	3:5	1	6	50	0.201937525033116	0.674313109512374	51	0.138280542986425	30	0.330812013348165	26	-0.699145299145299
MFF_ES_4_3_5	MFF	ES	4	3	5	50	0.567084337242013	0.46124352443062	51	-0.139052919784905	30	0.0618533767316168	26	-0.713504273504273
MFF_ES_8_7_9	MFF	ES	8	7	9	50	0.465292026376244	0.560634152628823	51	0.152488687782805	30	0.187986651835373	25	-0.697692307692308
MFF_ES_8:9_7_10	MFF	ES	8:9	7	10	50	0.609278517144353	0.899241621012034	51	0.166606334841629	30	-0.234705228031146	25	-0.693076923076923
MFF_ES_8:9:10_7_11	MFF	ES	8:9:10	7	11	50	0.465294822133473	0.560636910777937	51	0.0775565610859728	30	0.167074527252503	25	-0.69
MFF_ES_9_7_11	MFF	ES	9	7	11	50	0.0139420095995799	0.00062285359756296	51	-0.0433484162895928	30	-0.1559510567297	25	-0.704615384615385
MFF_ES_9:10_7_11	MFF	ES	9:10	7	11	50	0.567072725186652	0.461236530093564	51	-0.0658823529411765	30	0.00689655172413793	25	-0.652307692307692
MFF_ME_9|10_7_11	MFF	ME	9|10	7	11	50	0.762964284044766	0.581932019709533	50	0.0134933973589436	29	-0.43743842364532	25	0.727692307692308
MFGE8_ES_8_7_9.1	MFGE8	ES	8	7	9.1	50	0.533693495361109	0.617911066484546	51	-0.284188615518181	30	-0.191122484217478	26	0.692097322460756
MFSD10_ES_9_8_10	MFSD10	ES	9	8	10	50	0.702294323775707	0.380199476773267	51	0.0514955427847414	30	0.31523915461624	26	0.673162393162393
MFSD10_RI_12.2_12.1_12.3	MFSD10	RI	12.2	12.1	12.3	50	0.945443285736419	0.773701549595092	51	0.03172089234807	30	-0.258760709132627	26	0.755684743477429
MFSD11_RI_2.3:2.4:2.5_2.2_2.6	MFSD11	RI	2.3:2.4:2.5	2.2	2.6	50	0.42433805799602	0.387630185224042	51	-0.101902758007031	19	-0.128070175438597	25	0.713076923076923
MFSD12_ES_10_9_11	MFSD12	ES	10	9	11	50	0.547063800971134	0.0694841362404936	47	0.0988667900092507	17	-0.0931372549019608	25	0.690769230769231
MFSD8_ME_6|7_5_8	MFSD8	ME	6|7	5	8	50	0.831679524844347	0.657411390099873	51	0.0172932857387977	16	-0.0176470588235294	26	-0.830995747037655
MFSD9_AD_1.2_1.1_2.1	MFSD9	AD	1.2	1.1	2.1	50	0.169989232911514	0.320087452844049	51	0.285242274663324	8	0.571428571428572	25	-0.694615384615385
MGA_ES_15_14_16.1	MGA	ES	15	14	16.1	50	0.0250072490568391	0.460949761413997	51	-0.382148603667636	30	0.160400444938821	26	0.720806986086163
MGRN1_AA_17.1:17.2_16_17.3	MGRN1	AA	17.1:17.2	16	17.3	50	0.947514558857785	0.0852589233477703	51	0.152812344606428	27	0.0122100122100122	25	0.659230769230769
MGRN1_ES_17.1_16_17.3	MGRN1	ES	17.1	16	17.3	50	0.267298142659296	6.33640512807233e-06	51	0.247658265333426	27	0.100732600732601	25	-0.713846153846154
MGST1_ME_5|6_2_7	MGST1	ME	5|6	2	7	50	0.447681731359757	0.284611548032259	44	-0.113601127554616	27	0.182539682539683	23	-0.775691699604743
MICAL2_ES_23_18_25	MICAL2	ES	23	18	25	50	0.0374223809573585	0.0586628612847838	49	-0.05107273146385	28	0.09688013136289	25	-0.712307692307692
MICU1_ES_9_8_10.1	MICU1	ES	9	8	10.1	50	0.380146297345996	0.195979709029674	51	0.103679356329765	30	0.185603620863594	26	-0.680108992023337
MID1_ES_3.2_1_6	MID1	ES	3.2	1	6	50	0.261199716679359	0.208026018713287	51	-0.137699449368094	29	-0.198950083231924	26	-0.6824238626565
MIF4GD_ES_3.1:3.2_2_4	MIF4GD	ES	3.1:3.2	2	4	50	0.542302221698637	0.916811493335603	51	-0.0691402714932127	30	-0.2440489432703	26	-0.707350427350427
MINK1_ES_19_18_20	MINK1	ES	19	18	20	50	0.113445693693939	0.168702743009119	51	-0.0300140180836784	30	-0.19364606973563	26	0.713014743935404
MINK1_ES_22_21_23	MINK1	ES	22	21	23	50	0.113445693693939	0.168702743009119	51	-0.0255444881781591	30	0.394856557130918	26	0.757234136604282
MIPOL1_ES_4_3.2_5	MIPOL1	ES	4	3.2	5	50	0.404972301541552	0.37108301969401	51	-0.0237243656895469	15	-0.332737562824346	26	-0.62731039222588
MIS12_ES_3_1_4	MIS12	ES	3	1	4	50	0.00112240720527882	0.0101707498610865	51	-0.068868778280543	30	-0.0709677419354839	26	0.756581196581196
MITD1_AD_1.2_1.1_2.1	MITD1	AD	1.2	1.1	2.1	50	0.0116536831449837	0.0426816508340263	51	-0.349917419035689	28	-0.208538587848933	26	0.697777777777778
MITD1_ES_4_3_5	MITD1	ES	4	3	5	50	0.636328370548415	0.262997078948953	50	-0.177051069704567	27	0.0921855921855922	26	0.685470085470085
MKI67_ES_7_6_8	MKI67	ES	7	6	8	50	0.392959267503014	0.45551560872128	51	-0.0630769230769231	30	0.162625139043382	26	0.602735042735043
MKNK1_ES_4_3_5	MKNK1	ES	4	3	5	50	0.143082405911391	0.383753768523524	51	0.406317171784735	23	0.203557312252964	26	0.623931623931624
MKNK2_AA_14.1_13.1_14.2	MKNK2	AA	14.1	13.1	14.2	50	0.0953020938842445	0.129947890830629	51	0.392488687782805	NA	NA	24	0.704347826086956
MLF1_AA_4.1_1.1_4.2	MLF1	AA	4.1	1.1	4.2	50	0.208617136653333	0.0877690642048342	50	0.0027962462581604	NA	NA	26	0.618318857406054
