Sid	Symbol	Splice_type	Exons	Start_exon	End_exon	N.lineage	Anova.p (lineage subtype)	Anova.p (molecular subtype)	Num.mRNA	Cor.mRNA	Num.protein	Cor.protein	N.drug	Cor.drug
AAAS_ES_7_6_8	AAAS	ES	7	6	8	50	0.842314970451467	0.395076904176329	51	-0.0775565610859728	30	0.0220244716351502	26	0.66017094017094
AACS_ES_18_17_19	AACS	ES	18	17	19	50	0.147232519866185	0.277302380336734	51	0.143438914027149	30	0.265406006674082	26	0.655384615384615
AAGAB_AD_2.2_2.1_3	AAGAB	AD	2.2	2.1	3	50	0.518742399378135	0.870582178684803	51	-0.0377384103809343	30	-0.177995328724077	26	-0.698922903017134
AASDH_ES_12_11.1_13	AASDH	ES	12	11.1	13	50	0.791701330815273	0.691052007842539	51	0.157891164522609	NA	NA	26	0.716045326698153
ABCA2_AA_4.1:4.2:4.3:4.4:4.5_3_4.6	ABCA2	AA	4.1:4.2:4.3:4.4:4.5	3	4.6	50	0.30248295866188	0.00765160763387324	51	-0.0640738478410107	22	0.137210615471485	26	0.874188034188034
ABCA4_ES_15_14_16	ABCA4	ES	15	14	16	50	0.69241166736331	0.764238013411602	50	0.54501659520297	NA	NA	25	0.667918817597137
ABCB9_ES_10_9_11	ABCB9	ES	10	9	11	50	0.476842141796829	0.545438283836038	51	-0.0101357466063348	NA	NA	20	-0.721804511278195
ABCB9_ME_9|10_8_11	ABCB9	ME	9|10	8	11	50	0.824998704191803	0.30091643365996	51	-0.0309235337831839	NA	NA	26	0.671379315171498
ABCC12_ES_18_17.2_19	ABCC12	ES	18	17.2	19	50	0.0869773282984062	0.157190206545431	41	0.416152310247994	NA	NA	21	-0.67240154893324
ABCD3_ES_2_1_3	ABCD3	ES	2	1	3	50	0.905500210922405	0.344116040285628	51	0.22928120551582	30	0.324137931034483	25	0.637692307692308
ABCD4_ES_3_2_4.1	ABCD4	ES	3	2	4.1	50	0.37894625741945	0.828084972966513	51	-0.0541176470588235	22	0.474872953133823	25	-0.640769230769231
ABCD4_ES_8.2_7_9	ABCD4	ES	8.2	7	9	50	0.898791497830491	0.285772205577101	51	0.207873303167421	22	0.26369282891022	26	-0.692307692307692
ABCD4_RI_18.2_18.1_18.3	ABCD4	RI	18.2	18.1	18.3	50	0.898779562156288	0.285771019364907	51	0.115568225555043	22	-0.171089779785432	26	0.660625757646332
ABHD1_ES_4_3_5	ABHD1	ES	4	3	5	50	0.562176163216044	0.344618022922762	51	0.485772095325324	NA	NA	25	0.72544794388669
ABHD11_ES_4_3_5	ABHD11	ES	4	3	5	50	0.791701330815271	0.691052007842554	51	0.221860223138754	30	0.0909899888765295	26	0.666324786324786
ABHD12B_ES_2_1_3	ABHD12B	ES	2	1	3	50	0.117988667363691	0.0145015757562253	46	0.491674524116926	NA	NA	22	-0.756595411220714
ABHD14B_ES_3.3_2.2_6.1	ABHD14B	ES	3.3	2.2	6.1	50	0.855428141432291	0.183819410211657	51	0.264395122129255	30	0.0487208008898776	26	0.703247863247863
ABHD14B_RI_6.3_6.2_6.4	ABHD14B	RI	6.3	6.2	6.4	50	0.0429049656750865	0.155642400879714	51	-0.510509287671104	30	-0.257842046718576	26	-0.681367521367521
ABHD3_AD_5.2_5.1_6	ABHD3	AD	5.2	5.1	6	50	0.979360197220116	0.957760784045418	51	0.0738478246303175	13	-0.0989010989010989	26	-0.638290598290598
ABI1_ES_11.1:11.2_9_12	ABI1	ES	11.1:11.2	9	12	50	0.978697379009062	0.320433323448132	51	-0.403076923076923	30	-0.412235817575083	26	-0.717606837606837
ABI1_ES_11.1:11.2_9_13	ABI1	ES	11.1:11.2	9	13	50	0.0376404756397022	0.712913592519625	51	-0.277110341933863	30	-0.307230255839822	26	-0.676581196581196
ABI1_ES_11.1:11.2:12_9_13	ABI1	ES	11.1:11.2:12	9	13	50	0.931402430391652	0.65896071565668	51	-0.244620919087927	30	-0.152836484983315	26	-0.666324786324786
ABI1_ES_11.2_9_12	ABI1	ES	11.2	9	12	50	0.452189180370537	0.563010801943738	51	-0.384434389140271	30	-0.521245828698554	26	-0.694358974358974
ABI1_ES_11.2_9_13	ABI1	ES	11.2	9	13	50	0.978697379009062	0.320433323448132	51	-0.244892418443185	30	-0.397997775305895	26	-0.663589743589744
ABI1_ES_11.2:12_9_13	ABI1	ES	11.2:12	9	13	50	0.214618270863895	0.981608841410102	51	-0.192945541803722	30	-0.168409343715239	26	-0.647179487179487
ABI1_ES_12_11.2_13	ABI1	ES	12	11.2	13	50	0.355679019134448	0.227703917282481	51	-0.0529411764705882	30	0.133704115684093	26	0.69982905982906
ABI1_ES_12_9_13	ABI1	ES	12	9	13	50	0.214617494100575	0.981607517960056	51	0.134211181282795	30	0.195995550611791	25	0.673846153846154
ABI1_ES_5_4_7	ABI1	ES	5	4	7	50	0.766649541311216	0.635632692904778	51	-0.209321266968326	30	-0.383759733036707	26	0.742222222222222
ABI2_ES_15_14_16	ABI2	ES	15	14	16	50	0.649649541074186	0.793883817970894	51	-0.138917170107276	30	0.100333704115684	26	-0.667464533605403
ABI2_ES_7_5.3_8	ABI2	ES	7	5.3	8	50	0.927849924060718	0.949861250381055	51	-0.034480418117832	30	0.0331479421579533	26	-0.697094017094017
ABI3BP_ES_13:14_12_15	ABI3BP	ES	13:14	12	15	50	0.515278325294462	0.544038588902475	51	0.638599194160215	NA	NA	26	-0.66078734703505
ABI3BP_ES_24_23_25	ABI3BP	ES	24	23	25	50	0.946189589961824	0.559621670789459	51	0.618623505760359	NA	NA	23	0.724541771295543
ABLIM1_AA_18.1_17_18.2	ABLIM1	AA	18.1	17	18.2	50	0.705869373719186	0.283837180747419	51	-0.0979185520361991	30	0.166629588431591	26	-0.633504273504274
ABLIM1_ES_12_10_13	ABLIM1	ES	12	10	13	50	0.136469819550895	0.0884060213158806	51	-0.135264839573001	30	0.140616309692021	26	0.672935554372661
ABLIM2_AA_18.1_17_18.2	ABLIM2	AA	18.1	17	18.2	50	0.888767089032292	0.769539691220432	51	0.417426403970005	21	0.338394230990773	25	0.640920722927967
ACAA1_ES_6_5_7	ACAA1	ES	6	5	7	50	0.719601817351069	0.201574293373129	51	0.395837104072398	30	0.251167964404894	26	0.664957264957265
ACAA1_ES_9.3_9.1_10	ACAA1	ES	9.3	9.1	10	50	0.255748204701421	0.788660557405931	51	-9.04977375565611e-05	30	0.202224694104561	26	0.656752136752137
ACACA_ES_34_33_35	ACACA	ES	34	33	35	50	0.671220504376876	0.0495060398749066	47	0.128469010175763	29	-0.00640394088669951	25	0.75
ACACA_ES_7_6_8	ACACA	ES	7	6	8	50	0.0425609547865351	0.0319351207062178	51	0.300269685490269	NA	NA	25	0.693389265997821
ACACB_ES_24_23.2_25	ACACB	ES	24	23.2	25	50	0.985445652577908	0.540111501734917	51	0.0131614018546083	30	-0.0459245761137547	24	0.558194621702808
ACACB_ES_48_47_49	ACACB	ES	48	47	49	50	0.80568853880016	0.831581540736708	51	0.314228031223805	30	0.150341951794469	26	-0.606730472507036
ACAD9_AD_1.2_1.1_3.2	ACAD9	AD	1.2	1.1	3.2	50	0.34413744772765	0.00766011289287337	51	0.0203612578186152	30	0.144335559868218	25	0.723309063333833
ACADM_ES_2.2_1_3	ACADM	ES	2.2	1	3	50	0.398459712531452	0.00807331779573362	51	0.159095022624434	30	0.296106785317019	24	-0.653043478260869
ACADVL_ES_4_3.3_5	ACADVL	ES	4	3.3	5	50	0.275897697108492	0.67493395495668	51	-0.0561085972850679	30	0.347719688542825	26	0.662222222222222
ACBD5_ES_6_5_7	ACBD5	ES	6	5	7	50	0.000283446641408093	2.82188272024932e-05	51	-0.0512228783587741	30	0.0821003453739806	26	0.695161576239644
ACER3_ES_2.1:2.2_1.2_3	ACER3	ES	2.1:2.2	1.2	3	50	0.383508101145592	0.21593318461554	51	-0.160478578840379	NA	NA	24	-0.658389362092793
ACER3_ME_5|6_3_7	ACER3	ME	5|6	3	7	50	0.153143632677357	0.69105200784254	51	-0.0719522131646349	NA	NA	25	-0.772071566503545
ACIN1_AA_13.1_12.2_13.2	ACIN1	AA	13.1	12.2	13.2	50	0.547029108285893	0.283147133125728	51	-0.0112217194570136	30	0.195105672969967	25	0.69
ACIN1_ES_4_3_5	ACIN1	ES	4	3	5	50	0.0206818821540986	0.656480118483105	51	-0.12814479638009	30	-0.0945494994438265	20	-0.651127819548872
ACIN1_ES_9.3_9.1_10	ACIN1	ES	9.3	9.1	10	50	0.282763374594704	0.981864930433996	51	0.102352941176471	30	0.0812013348164627	26	-0.721025641025641
ACLY_ES_14_13_15	ACLY	ES	14	13	15	50	0.00612238384184204	0.0109938912957388	51	0.101857508114488	30	-0.219132369299221	26	-0.712820512820513
ACOT2_AD_2.3_2.2_3	ACOT2	AD	2.3	2.2	3	50	0.0931529508993786	0.366504948202317	51	0.189773755656109	30	0.247608453837597	24	0.688695652173913
ACOT8_ES_2:3.1:3.2_1_4	ACOT8	ES	2:3.1:3.2	1	4	50	0.0810446379259392	0.776936966406017	51	0.135656108597285	30	0.256062291434928	25	-0.65
ACOT8_ES_2:3.2_1_4	ACOT8	ES	2:3.2	1	4	50	5.66899894536448e-06	0.67212983328376	51	0.0519457013574661	30	0.204894327030033	26	-0.706666666666667
ACOT8_ES_3.2_2_4	ACOT8	ES	3.2	2	4	50	0.541007445294281	0.465499706952782	51	-0.06	30	-0.0509454949944383	25	0.703846153846154
ACOT9_ES_6_5.1_7.1	ACOT9	ES	6	5.1	7.1	50	0.786649092995859	0.329988146192802	51	0.523224507475711	30	0.430033370411568	26	-0.688888888888889
ACOX3_ES_17_16_18	ACOX3	ES	17	16	18	50	0.164326354179474	0.6121864118117	51	-0.143994932257779	29	0.307389162561576	25	0.625625286786784
ACOXL_ES_14_13_15	ACOXL	ES	14	13	15	50	0.198239352451243	0.226718012582769	49	0.605811834415734	NA	NA	24	0.757746307581452
ACP1_ES_4.1_3_4.4	ACP1	ES	4.1	3	4.4	50	0.666217548581574	0.276674337742356	51	-0.081447963800905	30	-0.305895439377086	26	-0.786666666666667
ACP2_RI_5.2_5.1_5.3	ACP2	RI	5.2	5.1	5.3	50	0.381113554601927	0.806789795625391	51	-0.0993665158371041	30	0.171078976640712	26	0.687521367521367
ACSF2_ES_11_10_12	ACSF2	ES	11	10	12	50	0.578407490852874	0.64490299852861	42	0.487723847338141	28	0.258347016967707	21	0.724675324675325
ACSF2_ES_4:5.1:5.2_1_6.1	ACSF2	ES	4:5.1:5.2	1	6.1	50	0.0784545359017405	0.0255047440297253	51	-0.507971243109921	30	-0.283002224404609	26	-0.674842593847891
ACSF2_ES_5.1:5.2_4_6.1	ACSF2	ES	5.1:5.2	4	6.1	50	0.129952041923981	0.901643364041976	51	-0.45714063604782	30	-0.123080359400759	26	-0.651051471303631
ACSF3_ES_6_5_7	ACSF3	ES	6	5	7	50	0.000524780071484672	0.0307442318151221	51	0.0365199685559275	30	0.252530872627285	25	0.722446637714827
ACSL1_ME_16|17_15_18.1	ACSL1	ME	16|17	15	18.1	50	0.83258865601632	0.656816634535408	50	-0.350356551278688	30	-0.461179087875417	25	-0.667692307692308
ACSL3_ES_2_1_4	ACSL3	ES	2	1	4	50	0.0504118226368197	0.0421915625635424	48	0.0234476769431177	29	0.0985221674876847	25	0.686923076923077
ACSL3_ES_2:3_1_4	ACSL3	ES	2:3	1	4	50	0.0165199257269044	0.07298454375896	48	-0.0196482848458532	29	0.0108374384236453	25	0.644615384615385
ACSL3_ES_3_2_4	ACSL3	ES	3	2	4	50	0.051920680203859	0.255314547996629	51	-0.0283257918552036	30	-0.156395995550612	26	-0.611623931623932
ACSM1_ES_9_8_10	ACSM1	ES	9	8	10	50	0.942139360590403	0.314871290554981	45	0.46782252709936	NA	NA	21	0.686065594391842
ACSS3_AD_1.2_1.1_2	ACSS3	AD	1.2	1.1	2	50	0.785940891637645	0.057024135126228	51	0.430433301119086	21	0.113497686267615	24	-0.722995510914208
ACTG2_AD_4.2_4.1_7.2	ACTG2	AD	4.2	4.1	7.2	50	0.556055528646673	0.0293223079800492	51	0.465292026488236	NA	NA	24	0.479583152331272
ACTR3B_ME_2|3_1_4	ACTR3B	ME	2|3	1	4	50	0.00845005002765555	0.0655170064455053	45	0.322020280947516	25	0.291121861055634	22	0.749011219230673
ACYP1_ES_4_3.1_6	ACYP1	ES	4	3.1	6	50	0.0294633469781075	0.0819510050912182	51	-0.283180234689673	30	-0.0238042269187987	26	0.673162393162393
ADAM10_ES_2:3:4:5:6:8.1_1_8.2	ADAM10	ES	2:3:4:5:6:8.1	1	8.2	50	0.643050097376117	0.157545705630619	47	0.175563839327034	30	-0.293541384679066	22	-0.776276002810934
ADAM15_AD_22.2_22.1_23	ADAM15	AD	22.2	22.1	23	50	0.0637647780330548	0.0665270382733892	51	-0.447511312217195	30	-0.45139043381535	26	0.72991452991453
ADAM15_ES_20_19_23	ADAM15	ES	20	19	23	50	0.0978420124914002	0.370996922675645	51	-0.0965348830257415	30	0.348005109517978	26	-0.606841034407848
ADAM15_ES_20:21.1:21.2_19_23	ADAM15	ES	20:21.1:21.2	19	23	50	0.52097042279262	0.456391653156192	51	0.0675003406775855	30	0.349413087034571	26	0.616199199825763
ADAM15_ES_20:21.1:21.2:22.1:22.2_19_23	ADAM15	ES	20:21.1:21.2:22.1:22.2	19	23	50	0.0118180401322764	0.137528095009682	51	-0.0322746365405423	30	0.310928368247687	26	0.630236447952635
ADAM15_ES_20:21.2_19_23	ADAM15	ES	20:21.2	19	23	50	0.924252217342948	0.880656096445081	51	0.0622418155539776	30	0.315152300797467	26	0.604681457772945
ADAM15_ES_20:21.2:22.1_19_23	ADAM15	ES	20:21.2:22.1	19	23	50	0.306774715992718	0.381985206997742	51	0.0148366985887866	30	0.341434547773875	26	0.643553837201205
ADAM15_ES_20:21.2:22.1:22.2_19_23	ADAM15	ES	20:21.2:22.1:22.2	19	23	50	0.454441178887857	0.174125105009789	51	-0.0251453138420345	30	0.28370746959355	26	0.623037859169623
ADAM15_ES_20:22.1_19_23	ADAM15	ES	20:22.1	19	23	50	0.522033102853399	0.455827977560874	51	0.0037573457465109	30	0.355044997100944	26	0.615479340947461
ADAM15_ES_21.1:21.2_20_22.1	ADAM15	ES	21.1:21.2	20	22.1	50	0.598892587154475	0.658833644949832	51	0.250859728506787	30	0.13726362625139	26	0.685470085470085
ADAM15_ES_21.1:21.2_20_23	ADAM15	ES	21.1:21.2	20	23	50	0.791701330815302	3.19269630208889e-06	51	0.28316742081448	30	0.103003337041157	26	0.633504273504274
ADAM15_ES_21.1:21.2:22.1_20_23	ADAM15	ES	21.1:21.2:22.1	20	23	50	0.946270487697802	0.29024204264859	51	0.507692307692308	30	0.264071190211346	26	-0.632820512820513
ADAM15_ES_21.1:21.2:22.1:22.2_20_23	ADAM15	ES	21.1:21.2:22.1:22.2	20	23	50	0.600559147633134	0.751159780182713	51	0.372669683257918	30	-0.0211345939933259	26	0.610940170940171
ADAM15_ES_21.2_19_23	ADAM15	ES	21.2	19	23	50	0.692721079606936	0.487426887083221	51	0.291341196753055	NA	NA	24	-0.477769983513384
ADAM15_ES_21.2_20_22.1	ADAM15	ES	21.2	20	22.1	50	0.0528097066898391	0.0724364908976648	51	0.221809954751131	30	-0.0224694104560623	26	-0.708034188034188
ADAM15_ES_21.2_20_23	ADAM15	ES	21.2	20	23	50	0.503159323196614	0.426584834049358	51	0.345339366515837	30	-0.0162402669632925	26	-0.623247863247863
ADAM15_ES_21.2:22.1_19_23	ADAM15	ES	21.2:22.1	19	23	50	0.306760770962945	0.381966841636328	51	0.300871048983295	NA	NA	24	-0.477769983513384
ADAM15_ES_21.2:22.1_20_23	ADAM15	ES	21.2:22.1	20	23	50	0.791701330815282	3.19269630208875e-06	51	0.513303167420814	30	0.219577308120133	26	0.677264957264957
ADAM15_ES_21.2:22.1:22.2_19_23	ADAM15	ES	21.2:22.1:22.2	19	23	50	0.782828988747347	0.332846474594758	51	0.288467114334411	NA	NA	24	-0.479583152331272
ADAM15_ES_21.2:22.1:22.2_20_23	ADAM15	ES	21.2:22.1:22.2	20	23	50	0.305987143282648	0.049498146037679	51	0.335656108597285	30	-0.130144605116796	26	-0.663589743589744
ADAM15_ES_22.1_20_23	ADAM15	ES	22.1	20	23	50	0.397425674964532	0.696237231159196	51	0.521447963800905	30	0.182647385984427	26	0.715555555555556
ADAM15_ES_22.1_21.2_23	ADAM15	ES	22.1	21.2	23	50	0.0229721528253671	0.539878562228244	51	0.372941176470588	30	0.224916573971079	24	-0.669565217391304
ADAM15_ES_22.1:22.2_20_23	ADAM15	ES	22.1:22.2	20	23	50	0.742717664464159	0.943651443953501	51	0.251764705882353	30	-0.248943270300334	26	-0.696410256410256
ADAM15_ES_22.1:22.2_21.2_23	ADAM15	ES	22.1:22.2	21.2	23	50	0.110498393778701	0.76737893677921	51	0.0260633484162896	30	-0.124360400444939	26	0.669059829059829
ADAM15_ES_5.2:6:7:9:10:11.1:11.2:11.3:12:13.1_5.1_13.2	ADAM15	ES	5.2:6:7:9:10:11.1:11.2:11.3:12:13.1	5.1	13.2	50	0.410055806467885	0.147336024324043	48	-0.398545220023255	29	-0.38128078817734	25	-0.703076923076923
ADAM28_AD_20.2_20.1_21	ADAM28	AD	20.2	20.1	21	50	0.197628520143591	0.293015300973852	50	0.20987950090252	NA	NA	26	0.614486096175627
ADAM33_AA_22.1_21_22.2	ADAM33	AA	22.1	21	22.2	50	0.694787688875701	0.433608369356405	34	0.62266111491043	NA	NA	17	0.744259073594304
ADAM9_ES_20_18_21	ADAM9	ES	20	18	21	50	0.907943158079164	0.952553710362009	44	0.227117121211644	26	0.46153346657092	22	0.718009672811498
ADAMTS10_AA_17.1_16_17.2	ADAMTS10	AA	17.1	16	17.2	50	0.820840957019744	0.732554019032351	50	0.564017723253229	NA	NA	26	0.787136179121074
ADAMTS14_AD_6.2_6.1_7	ADAMTS14	AD	6.2	6.1	7	50	0.234051522140003	0.53070985532063	51	0.567567459701538	NA	NA	26	-0.651659955783583
ADAMTS19_AD_4.2_4.1_5	ADAMTS19	AD	4.2	4.1	5	50	0.417450017990557	0.879122339974665	47	0.588551275307868	NA	NA	21	0.72320473258367
ADAMTS19_ES_2_1_3	ADAMTS19	ES	2	1	3	50	0.527743544839447	0.891311028837591	47	0.500319864919224	NA	NA	22	0.768846312524557
ADAMTSL1_ES_10_9_11.1	ADAMTSL1	ES	10	9	11.1	50	0.296456795531585	0.309055575383467	49	0.551811944219132	NA	NA	24	-0.713212034792265
ADARB1_RI_13.3_13.2_13.4	ADARB1	RI	13.3	13.2	13.4	50	0.120596173218386	0.0170884325100847	51	-0.270944726882661	24	-0.193211561425722	24	0.721134609042735
ADAT1_ES_8:9_7_10	ADAT1	ES	8:9	7	10	50	0.0076646144745571	0.774774481285153	43	-0.0519480519480519	19	-0.0912280701754386	25	-0.773076923076923
ADCK5_ES_5_4_6.1	ADCK5	ES	5	4	6.1	50	0.896499824034838	0.288653235373391	51	0.175113122171946	18	0.149638802889577	26	0.702564102564103
ADCY3_ES_7_6_8	ADCY3	ES	7	6	8	50	0.896231133841919	0.918809136730257	51	0.433087681797659	16	-0.167647058823529	25	-0.662047925196211
ADD1_AD_12.2_12.1_13	ADD1	AD	12.2	12.1	13	50	0.945445049718127	0.773701808727302	51	-0.0656123441874757	30	0.148387096774194	26	-0.714871794871795
ADD1_ES_15_14_16	ADD1	ES	15	14	16	50	0.77185264946989	0.477093286792241	51	0.164890608427008	30	0.0482758620689655	26	-0.714871794871795
ADD1_ES_18.2_17_19	ADD1	ES	18.2	17	19	50	0.534900539975899	0.429423024685093	51	0.103848503386384	30	0.0620689655172414	26	0.643076923076923
ADD2_ES_16_15_17	ADD2	ES	16	15	17	50	0.0251611339121773	0.0615038195150221	51	0.59037366916534	27	0.570657480277181	26	-0.702781552407985
ADD3_ES_15_14_16	ADD3	ES	15	14	16	50	0.0338361544702451	0.00128718710344929	51	-0.0832598022792795	30	-0.156395995550612	26	-0.742905982905983
ADK_ES_8_7_9	ADK	ES	8	7	9	50	0.66627646156585	0.637046263689358	51	-0.122805429864253	30	-0.116351501668521	26	-0.729230769230769
ADPRH_ES_1.3_1.1_2.2	ADPRH	ES	1.3	1.1	2.2	50	0.733322131930922	0.765368184664481	50	0.528415540186686	20	0.284655703645451	26	0.767819802628073
ADRM1_ES_2_1_4	ADRM1	ES	2	1	4	50	0.0289592676088819	0.0994254354503519	48	-0.145896656534954	29	-0.164039408866995	24	-0.773913043478261
ADRM1_ES_3_2_4	ADRM1	ES	3	2	4	50	0.064028171948298	0.626616479342021	51	-0.0613574660633484	30	0.0157953281423804	26	-0.667008547008547
ADRM1_ES_9_8_10	ADRM1	ES	9	8	10	50	0.787368735013859	0.744307644357656	51	-0.0235294117647059	30	-0.358398220244716	26	0.717606837606837
ADSL_ES_13_12_14	ADSL	ES	13	12	14	50	0.72957451486553	0.654123265158964	51	-0.235022624434389	30	-0.197330367074527	26	-0.679316239316239
ADTRP_ES_2.1:2.2_1_3	ADTRP	ES	2.1:2.2	1	3	50	0.0194933056450794	0.0129764604088267	45	0.544334871912614	NA	NA	24	0.688119559018783
AFAP1_ES_13_12_14	AFAP1	ES	13	12	14	50	0.922685761896044	0.820993843353312	51	-0.268034940920851	30	-0.400266995468269	25	0.674615384615385
AFF2_AD_8.2_8.1_9	AFF2	AD	8.2	8.1	9	50	0.146569229347066	0.244755091491903	49	0.555570042702298	NA	NA	22	0.496747791459646
AFF3_ES_6_5_7	AFF3	ES	6	5	7	50	0.0116536831449836	0.0426816508340262	51	0.666086016084099	26	0.160515750962298	26	0.672211300709156
AFMID_ES_3:5:6:7:8:12_2_13	AFMID	ES	3:5:6:7:8:12	2	13	50	0.536947953746276	0.636374994356337	51	0.0867932212815777	6	0.142857142857143	26	-0.671111111111111
AFMID_ES_3:5:6:8:12_2_13	AFMID	ES	3:5:6:8:12	2	13	50	0.127565777745028	0.0162025701066403	48	0.0397872224936221	6	-0.0857142857142857	23	0.696640316205534
AFMID_ES_3:5:6:8:9:10:11.1:12_2_13	AFMID	ES	3:5:6:8:9:10:11.1:12	2	13	50	0.793494352724677	0.266378457304573	48	0.0483091787439614	6	0.0857142857142857	23	-0.671936758893281
AFMID_ES_3:5:6:8:9:10:12_2_13	AFMID	ES	3:5:6:8:9:10:12	2	13	50	0.163063827589002	0.847689508606165	48	0.0144962949191785	6	-0.0857142857142857	23	-0.694341508718735
AFMID_ES_5:6:12_2_13	AFMID	ES	5:6:12	2	13	50	0.874590996618337	0.888067651636764	51	0.161511483571565	6	-0.428571428571429	26	0.64034188034188
AFMID_ES_5:6:7:8:12_2_13	AFMID	ES	5:6:7:8:12	2	13	50	0.0265531806499429	0.0253756377042855	51	0.105260776348406	6	0.0285714285714286	26	0.660854700854701
AFMID_ES_5:6:7:8:9:10:11.1:11.2:12_2_13	AFMID	ES	5:6:7:8:9:10:11.1:11.2:12	2	13	50	0.86202818457507	0.509357460362361	51	0.104350974074723	6	0.142857142857143	26	0.628034188034188
AFMID_ES_5:6:7:8:9:10:11.1:12_2_13	AFMID	ES	5:6:7:8:9:10:11.1:12	2	13	50	0.696664507342526	0.176178243872271	51	0.0769718086791258	6	-0.0857142857142857	26	0.653333333333333
AFMID_ES_5:6:8:12_2_13	AFMID	ES	5:6:8:12	2	13	50	0.210700080010495	0.36501886100682	48	0.0770775660858709	6	-0.6	23	-0.792490118577075
AFMID_ES_5:6:8:9:10:11.1:11.2:12_2_13	AFMID	ES	5:6:8:9:10:11.1:11.2:12	2	13	50	0.178190142347898	0.729685981730941	48	0.0907536570475613	6	-0.314285714285714	23	0.684782608695652
AFMID_ES_5:6:8:9:10:11.1:12_2_13	AFMID	ES	5:6:8:9:10:11.1:12	2	13	50	0.57786079875287	0.535732981333114	48	-0.0077620365847039	6	-0.371428571428571	22	-0.648785996612083
AFMID_ES_7_6_8	AFMID	ES	7	6	8	50	0.0746340657765961	0.120620516195223	48	-0.00868479617868968	6	0.314285714285714	23	0.735359548023827
AFMID_ES_7:8:9:10:11.1_6_12	AFMID	ES	7:8:9:10:11.1	6	12	50	0.0396481313014476	0.142531474035097	51	-0.0484626349136458	6	0.257142857142857	26	0.643076923076923
AFMID_ES_7:8:9:10:11.1:11.2_6_12	AFMID	ES	7:8:9:10:11.1:11.2	6	12	50	0.0396481866049974	0.142538290543699	51	0.00565636454138196	6	0.2	25	0.677692307692308
AFMID_ES_8_6_12	AFMID	ES	8	6	12	50	0.813225408967347	4.22292694553588e-05	48	-0.0986240399852984	6	0.142857142857143	23	-0.643280632411067
AFMID_ES_8:9:10:11.1_6_12	AFMID	ES	8:9:10:11.1	6	12	50	0.690436389396211	0.991041994271981	48	-0.157353380251723	6	0.0857142857142857	23	-0.675889328063241
AFMID_ES_8:9:10:11.1:11.2_6_12	AFMID	ES	8:9:10:11.1:11.2	6	12	50	0.0789506013782502	0.706365318432174	48	-0.0160664368935874	6	-0.0857142857142857	23	0.744071146245059
AFTPH_ES_7:8_6_9	AFTPH	ES	7:8	6	9	50	0.680850817465989	0.652263880682694	49	0.536836734693877	28	0.115489874110564	24	0.732173913043478
AFTPH_ES_8_7_9	AFTPH	ES	8	7	9	50	0.14338219523971	0.158537740664407	51	0.167379352516878	30	0.089887641005659	26	-0.659941880050425
AGAP3_ES_15:16_14_17	AGAP3	ES	15:16	14	17	50	0.0131186447784765	0.0260329925551561	51	-0.246153846153846	30	-0.234705228031146	26	0.69025641025641
AGPAT2_ES_4_3_5	AGPAT2	ES	4	3	5	50	0.234665873969441	0.294228227498662	51	-0.166606334841629	30	0.213348164627364	26	-0.649230769230769
AGPAT4_ES_4_3.1_5.1	AGPAT4	ES	4	3.1	5.1	50	0.560217083277651	0.453563090654362	51	0.559803185369234	20	0.180105961386213	26	-0.704894563715436
AGPAT4_RI_5.2_5.1_5.3	AGPAT4	RI	5.2	5.1	5.3	50	0.0440304681248118	0.00285062039931199	51	0.184488379959093	20	0.196314417794316	25	-0.702983963713595
AGTR1_ES_2_1.1_3.2	AGTR1	ES	2	1.1	3.2	50	0.127073514799025	0.289177279382311	33	0.725093782090352	NA	NA	19	-0.652355250352974
AGTR1_ES_2_1.1_6	AGTR1	ES	2	1.1	6	50	0.00423883414056977	0.0213878668006002	33	0.656986717454709	NA	NA	18	0.758816134393569
AGTR1_ES_3.2:3.4_2_6	AGTR1	ES	3.2:3.4	2	6	50	0.34390919431626	0.804266571484224	33	0.277635547113611	NA	NA	19	-0.632461562282693
AGTRAP_ES_4.1:4.2_3_5	AGTRAP	ES	4.1:4.2	3	5	50	0.0725135407260916	0.0851466003549576	51	0.197063282025142	30	0.0131256952169077	26	-0.626666666666666
AGTRAP_ES_4.2_3_5	AGTRAP	ES	4.2	3	5	50	0.321126121794549	0.163820308702619	51	0.155931129703477	30	-0.0473859844271413	26	0.747008547008547
AHCTF1_ES_34_33_35	AHCTF1	ES	34	33	35	50	0.00521838696334744	0.0062050100095676	50	0.039327731092437	30	0.209343715239155	26	0.653333333333333
AHI1_ES_2:3_1_5.2	AHI1	ES	2:3	1	5.2	50	0.462088004710648	0.521209233743118	51	-0.139007669892362	NA	NA	23	-0.731225296442688
AHI1_ES_31:32_30.1_33	AHI1	ES	31:32	30.1	33	50	0.11671273478515	0.0271583873708587	51	-0.00248874408986977	NA	NA	26	0.69025641025641
AIG1_ES_8_7_9	AIG1	ES	8	7	9	50	0.0552332792301735	0.522168935459387	37	0.330465905258131	NA	NA	17	-0.799019607843137
AIMP2_AD_1.2_1.1_4	AIMP2	AD	1.2	1.1	4	50	0.187715141279694	0.0296801505071675	51	-0.109773755656109	30	-0.159510567296997	26	-0.626666666666666
